Date,Meal,Food,Weekday
"Saturday, December 1, 2018",Breakfast,Steel Cut Oatmeal,
"Saturday, December 1, 2018",Breakfast,Strawberry Sauce,
"Saturday, December 1, 2018",Breakfast,Whipped Topping,
"Friday, November 30, 2018",Dinner,Fried Buttermilk Chicken Drumsticks,
"Friday, November 30, 2018",Dinner,Shaking Beef,
"Friday, November 30, 2018",Dinner,"Veggie Burger, Garden Broiler",
"Friday, November 30, 2018",Dinner,Jasmine Rice,
"Friday, November 30, 2018",Dinner,Kale with Carmelized Onions,
"Friday, November 30, 2018",Dinner,Steamed Acorn Squash,
"Friday, November 30, 2018",Dinner,Bananas,
"Friday, November 30, 2018",Dinner,Brioche Rolls,
"Friday, November 30, 2018",Dinner,Black Eye Pea & Cilantro,
"Friday, November 30, 2018",Dinner,Angel Cake,
"Friday, November 30, 2018",Dinner,Fresh Black Berries,
"Friday, November 30, 2018",Dinner,Fresh Blueberries,
"Friday, November 30, 2018",Dinner,Fresh Driscoll Strawberries,
"Friday, November 30, 2018",Dinner,Pound Cake,
"Friday, November 30, 2018",Dinner,Whipped Topping,
"Friday, November 30, 2018",Lunch,English Style Battered Red's Best Fresh Local Fish,
"Friday, November 30, 2018",Lunch,Penne Sausage Peppers and Onions,
"Friday, November 30, 2018",Lunch,Morrocan Stew,
"Friday, November 30, 2018",Lunch,Bulgur with Roasted Root Vegetables,
"Friday, November 30, 2018",Lunch,Minty Mushy Peas,
"Friday, November 30, 2018",Lunch,Steamed Baby Carrots,
"Friday, November 30, 2018",Lunch,Boston Baked Beans,
"Friday, November 30, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Friday, November 30, 2018",Breakfast,Sliced Ham,
"Friday, November 30, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Friday, November 30, 2018",Breakfast,Cheddar Cheese,
"Friday, November 30, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Friday, November 30, 2018",Breakfast,Hummus,
"Friday, November 30, 2018",Breakfast,Cinnamon Roll,
"Friday, November 30, 2018",Breakfast,Blueberries,
"Friday, November 30, 2018",Breakfast,Malted Belgian Waffles,
"Friday, November 30, 2018",Breakfast,Multi-Grain Waffles,
"Friday, November 30, 2018",Breakfast,Pancake Syrup,
"Friday, November 30, 2018",Breakfast,Steel Cut Oatmeal,
"Friday, November 30, 2018",Breakfast,Strawberry Sauce,
"Friday, November 30, 2018",Breakfast,Whipped Topping,
"Thursday, November 29, 2018",Dinner,Baked Salmon With Dill,
"Thursday, November 29, 2018",Dinner,Roast Beef w/Peppercorn Sauce,
"Thursday, November 29, 2018",Dinner,Portobello Lentil Patty with Tomato Basil Salsa,
"Thursday, November 29, 2018",Dinner,Florentine Rice,
"Thursday, November 29, 2018",Dinner,Brussel Sprouts with Soy,
"Thursday, November 29, 2018",Dinner,Steamed Cauliflower,
"Thursday, November 29, 2018",Dinner,White Bean & Fennel,
"Thursday, November 29, 2018",Dinner,Cannoli Filling,
"Thursday, November 29, 2018",Dinner,Cannoli Shells,
"Thursday, November 29, 2018",Dinner,Caramel Dessert Sauce,
"Thursday, November 29, 2018",Dinner,Chocolate Chips,
"Thursday, November 29, 2018",Dinner,Chocolate Sauce,
"Thursday, November 29, 2018",Dinner,Confectionary Sugar,
"Thursday, November 29, 2018",Dinner,Oreo Cookie Crumb Topping,
"Thursday, November 29, 2018",Lunch,Dan Dan Noodles,
"Thursday, November 29, 2018",Lunch,Grilled BBQ Chicken Thigh,
"Thursday, November 29, 2018",Lunch,Grilled Chicken Thigh,
"Thursday, November 29, 2018",Lunch,Spinach Artichoke Grilled Cheese Sandwich,
"Thursday, November 29, 2018",Lunch,Roasted Russet Potato Wedges,
"Thursday, November 29, 2018",Lunch,Roasted Beets with Cumin and Lime,
"Thursday, November 29, 2018",Lunch,Steamed Snowpeas,
"Thursday, November 29, 2018",Lunch,Stewed Chickpea Catalan Style,
"Thursday, November 29, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Thursday, November 29, 2018",Breakfast,Sliced Ham,
"Thursday, November 29, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Thursday, November 29, 2018",Breakfast,Cheddar Cheese,
"Thursday, November 29, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Thursday, November 29, 2018",Breakfast,Hummus,
"Thursday, November 29, 2018",Breakfast,Whole Wheat Banana Walnut Muffin,
"Thursday, November 29, 2018",Breakfast,Blueberries,
"Thursday, November 29, 2018",Breakfast,Malted Belgian Waffles,
"Thursday, November 29, 2018",Breakfast,Multi-Grain Waffles,
"Thursday, November 29, 2018",Breakfast,Pancake Syrup,
"Thursday, November 29, 2018",Breakfast,Steel Cut Oatmeal,
"Thursday, November 29, 2018",Breakfast,Strawberry Sauce,
"Thursday, November 29, 2018",Breakfast,Whipped Topping,
"Wednesday, November 28, 2018",Dinner,Chicken Marsala,
"Wednesday, November 28, 2018",Dinner,Reds Best Fresh Local Fish w/Lemon Butter Capers & Parsley,
"Wednesday, November 28, 2018",Dinner,Tempeh with Mushoom Chablis Sauce,
"Wednesday, November 28, 2018",Dinner,Barley Risotto,
"Wednesday, November 28, 2018",Dinner,Roasted Broccoli with Lemon Zest and Panko,
"Wednesday, November 28, 2018",Dinner,Roasted Butternut Squash,
"Wednesday, November 28, 2018",Dinner,Butter Beans Baked in a Tomato Dill Sauce,
"Wednesday, November 28, 2018",Lunch,Popcorn Chicken,
"Wednesday, November 28, 2018",Lunch,Pork Sausage Sub with Peppers and Onions,
"Wednesday, November 28, 2018",Lunch,Margarita Pizza on Multigrain Crust,
"Wednesday, November 28, 2018",Lunch,Toasted Farro And Barley,
"Wednesday, November 28, 2018",Lunch,Sauteed Collard Greens,
"Wednesday, November 28, 2018",Lunch,Steamed Summer Squash,
"Wednesday, November 28, 2018",Lunch,Duck Sauce,
"Wednesday, November 28, 2018",Lunch,Honey Mustard Sauce,
"Wednesday, November 28, 2018",Lunch,Sweet Honey BBQ Sauce,
"Wednesday, November 28, 2018",Lunch,Vegan Baked Beans,
"Wednesday, November 28, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, November 28, 2018",Breakfast,Sliced Ham,
"Wednesday, November 28, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, November 28, 2018",Breakfast,Cheddar Cheese,
"Wednesday, November 28, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, November 28, 2018",Breakfast,Hummus,
"Wednesday, November 28, 2018",Breakfast,Roasted Pepper Quiche,
"Wednesday, November 28, 2018",Breakfast,Brown Sugar Cinnamon Scone,
"Wednesday, November 28, 2018",Breakfast,Blueberries,
"Wednesday, November 28, 2018",Breakfast,Malted Belgian Waffles,
"Wednesday, November 28, 2018",Breakfast,Multi-Grain Waffles,
"Wednesday, November 28, 2018",Breakfast,Pancake Syrup,
"Wednesday, November 28, 2018",Breakfast,Steel Cut Oatmeal,
"Wednesday, November 28, 2018",Breakfast,Strawberry Sauce,
"Wednesday, November 28, 2018",Breakfast,Whipped Topping,
"Tuesday, November 27, 2018",Dinner,Coq Au Vin,
"Tuesday, November 27, 2018",Dinner,Red's Best Mussels w/ Pesto,
"Tuesday, November 27, 2018",Dinner,Vegetable Quinoa Paella,
"Tuesday, November 27, 2018",Dinner,Lyonnaise Potatoes,
"Tuesday, November 27, 2018",Dinner,Chili Roasted Cauliflower,
"Tuesday, November 27, 2018",Dinner,Steamed Vegetable Medley,
"Tuesday, November 27, 2018",Dinner,"Green Lentils, Scallion & Red Onion",
"Tuesday, November 27, 2018",Dinner,Fruit Bar,
"Tuesday, November 27, 2018",Lunch,Chicken Vindaloo,
"Tuesday, November 27, 2018",Lunch,Philly Cheese Steak Sub,
"Tuesday, November 27, 2018",Lunch,White Bean Ragout,
"Tuesday, November 27, 2018",Lunch,Basmati Rice,
"Tuesday, November 27, 2018",Lunch,Tater Tots,
"Tuesday, November 27, 2018",Lunch,Roasted Local Seasonal Squash,
"Tuesday, November 27, 2018",Lunch,Steamed Green Peas,
"Tuesday, November 27, 2018",Lunch,Yellow Split Pea Dal,
"Tuesday, November 27, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, November 27, 2018",Breakfast,Sliced Ham,
"Tuesday, November 27, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, November 27, 2018",Breakfast,Cheddar Cheese,
"Tuesday, November 27, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, November 27, 2018",Breakfast,Hummus,
"Tuesday, November 27, 2018",Breakfast,Whole Wheat Chocolate Muffin,
"Tuesday, November 27, 2018",Breakfast,Blueberries,
"Tuesday, November 27, 2018",Breakfast,Malted Belgian Waffles,
"Tuesday, November 27, 2018",Breakfast,Multi-Grain Waffles,
"Tuesday, November 27, 2018",Breakfast,Pancake Syrup,
"Tuesday, November 27, 2018",Breakfast,Steel Cut Oatmeal,
"Tuesday, November 27, 2018",Breakfast,Strawberry Sauce,
"Tuesday, November 27, 2018",Breakfast,Whipped Topping,
"Monday, November 26, 2018",Dinner,Broiled Honey-Ginger Salmon,
"Monday, November 26, 2018",Dinner,General Gao's Chicken,
"Monday, November 26, 2018",Dinner,Vegetable Lo Mein with Tofu,
"Monday, November 26, 2018",Dinner,Brown Rice,
"Monday, November 26, 2018",Dinner,Steamed Broccoli,
"Monday, November 26, 2018",Dinner,Sweet Roasted Potatoes,
"Monday, November 26, 2018",Dinner,Toasted Farro And Barley,
"Monday, November 26, 2018",Dinner,Cilantro,
"Monday, November 26, 2018",Dinner,Diced Red Onions,
"Monday, November 26, 2018",Dinner,Hominy,
"Monday, November 26, 2018",Dinner,Jicama,
"Monday, November 26, 2018",Dinner,Pico De Gallo Sauce,
"Monday, November 26, 2018",Dinner,Plantain Chips,
"Monday, November 26, 2018",Dinner,Shrimp,
"Monday, November 26, 2018",Dinner,Sliced Avocado,
"Monday, November 26, 2018",Dinner,Sliced Jalapeno Peppers,
"Monday, November 26, 2018",Dinner,Wedged Limes,
"Monday, November 26, 2018",Lunch,Pork Sausage Sub with Peppers and Onions,
"Monday, November 26, 2018",Lunch,Rosemary Lemon Garlic Roasted Chicken,
"Monday, November 26, 2018",Lunch,Baked Multigrain Spaghetti Casserole,
"Monday, November 26, 2018",Lunch,Boiled Potatoes with Parsley,
"Monday, November 26, 2018",Lunch,Roasted Carrots and Turnips,
"Monday, November 26, 2018",Lunch,Steamed Whole Green Beans,
"Monday, November 26, 2018",Lunch,White Beans with Broccoli Rabe and Lemon,
"Monday, November 26, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Monday, November 26, 2018",Breakfast,Sliced Ham,
"Monday, November 26, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, November 26, 2018",Breakfast,Cheddar Cheese,
"Monday, November 26, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, November 26, 2018",Breakfast,Hummus,
"Monday, November 26, 2018",Breakfast,Mexican Frittata,
"Monday, November 26, 2018",Breakfast,Assorted Mini Danish,
"Monday, November 26, 2018",Breakfast,Blueberries,
"Monday, November 26, 2018",Breakfast,Malted Belgian Waffles,
"Monday, November 26, 2018",Breakfast,Multi-Grain Waffles,
"Monday, November 26, 2018",Breakfast,Pancake Syrup,
"Monday, November 26, 2018",Breakfast,Steel Cut Oatmeal,
"Monday, November 26, 2018",Breakfast,Strawberry Sauce,
"Monday, November 26, 2018",Breakfast,Whipped Topping,
"Sunday, November 25, 2018",undefined,Beef Fajita with Fettucine,
"Sunday, November 25, 2018",undefined,Spicy Honey Chicken,
"Sunday, November 25, 2018",undefined,Portobello Lentil Patty with Tomato Basil Salsa,
"Sunday, November 25, 2018",undefined,Plantains,
"Sunday, November 25, 2018",undefined,Roasted Local Seasonal Squash,
"Sunday, November 25, 2018",undefined,Steamed Green Peas,
"Sunday, November 25, 2018",undefined,Polenta,
"Sunday, November 25, 2018",undefined,Butterscotch Topping,
"Sunday, November 25, 2018",undefined,Caramel Dessert Sauce,
"Sunday, November 25, 2018",undefined,Chocolate Chips,
"Sunday, November 25, 2018",undefined,Hot Fudge,
"Sunday, November 25, 2018",undefined,Lactaid Ice Cream,
"Sunday, November 25, 2018",undefined,Maraschino Cherry Halves,
"Sunday, November 25, 2018",undefined,Rainbow Jimmies,
"Sunday, November 25, 2018",undefined,Richardson's Ice Cream,
"Sunday, November 25, 2018",undefined,Whipped Topping,
"Sunday, November 25, 2018",undefined,Baguette,
"Sunday, November 25, 2018",undefined,Garlic Olive Oil,
"Sunday, November 25, 2018",undefined,Honey Butter,
"Sunday, November 25, 2018",undefined,Salted Butter,
"Sunday, November 25, 2018",undefined,White Round Country Loaf,
"Sunday, November 25, 2018",undefined,Whole Grain Bread,
"Tuesday, November 20, 2018",Dinner,Mesquite Rotisserie Chicken,
"Tuesday, November 20, 2018",Dinner,Tonkatsu (Deep-Fried Pork Cutlet),
"Tuesday, November 20, 2018",Dinner,Savory Baked Tofu,
"Tuesday, November 20, 2018",Dinner,Sweet Potato Pecan Souffle,
"Tuesday, November 20, 2018",Dinner,Kale with Carmelized Onions,
"Tuesday, November 20, 2018",Dinner,Steamed Broccoli and Cauliflower,
"Tuesday, November 20, 2018",Dinner,Barley Hash,
"Tuesday, November 20, 2018",Dinner,Fruit Bar,
"Tuesday, November 20, 2018",Lunch,Butter Chicken,
"Tuesday, November 20, 2018",Lunch,Pork Sausage Sub with Peppers and Onions,
"Tuesday, November 20, 2018",Lunch,Lemon Basil Multigrain Pasta with Garlic & Cannelini Beans,
"Tuesday, November 20, 2018",Lunch,Basmati Rice,
"Tuesday, November 20, 2018",Lunch,Roasted Peas and Onions,
"Tuesday, November 20, 2018",Lunch,Steamed Carrots,
"Tuesday, November 20, 2018",Lunch,Curried Chickpeas and Cauliflower,
"Tuesday, November 20, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, November 20, 2018",Breakfast,Sliced Ham,
"Tuesday, November 20, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, November 20, 2018",Breakfast,Cheddar Cheese,
"Tuesday, November 20, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, November 20, 2018",Breakfast,Hummus,
"Tuesday, November 20, 2018",Breakfast,Whole Wheat Blueberry Muffin,
"Tuesday, November 20, 2018",Breakfast,Blueberries,
"Tuesday, November 20, 2018",Breakfast,Malted Belgian Waffles,
"Tuesday, November 20, 2018",Breakfast,Multi-Grain Waffles,
"Tuesday, November 20, 2018",Breakfast,Pancake Syrup,
"Tuesday, November 20, 2018",Breakfast,Steel Cut Oatmeal,
"Tuesday, November 20, 2018",Breakfast,Strawberry Sauce,
"Tuesday, November 20, 2018",Breakfast,Whipped Topping,
"Monday, November 19, 2018",Dinner,Chicken Marsala,
"Monday, November 19, 2018",Dinner,Mussles in White Wine Garlic and Parsley,
"Monday, November 19, 2018",Dinner,Portobello Lentil Patty with Tomato Basil Salsa,
"Monday, November 19, 2018",Dinner,Gnocchi with Butternut and Sage,
"Monday, November 19, 2018",Dinner,Roasted Local Seasonal Squash,
"Monday, November 19, 2018",Dinner,Steamed Green Peas,
"Monday, November 19, 2018",Dinner,Cilantro,
"Monday, November 19, 2018",Dinner,Diced Red Onions,
"Monday, November 19, 2018",Dinner,Hominy,
"Monday, November 19, 2018",Dinner,Jicama,
"Monday, November 19, 2018",Dinner,Pico De Gallo Sauce,
"Monday, November 19, 2018",Dinner,Plantain Chips,
"Monday, November 19, 2018",Dinner,Shrimp,
"Monday, November 19, 2018",Dinner,Sliced Avocado,
"Monday, November 19, 2018",Dinner,Sliced Jalapeno Peppers,
"Monday, November 19, 2018",Dinner,Wedged Limes,
"Monday, November 19, 2018",Lunch,Popcorn Chicken,
"Monday, November 19, 2018",Lunch,Tofu Pad Thai,
"Monday, November 19, 2018",Lunch,Butternut Squash and Pear Panini,
"Monday, November 19, 2018",Lunch,Waffle Fries,
"Monday, November 19, 2018",Lunch,Steamed Summer Squash,
"Monday, November 19, 2018",Lunch,Stir Fried Bok Choy,
"Monday, November 19, 2018",Lunch,Duck Sauce,
"Monday, November 19, 2018",Lunch,Honey Mustard Sauce,
"Monday, November 19, 2018",Lunch,Sweet Honey BBQ Sauce,
"Monday, November 19, 2018",Lunch,Beluga Lentil with Dill,
"Monday, November 19, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Monday, November 19, 2018",Breakfast,Sliced Ham,
"Monday, November 19, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, November 19, 2018",Breakfast,Cheddar Cheese,
"Monday, November 19, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, November 19, 2018",Breakfast,Hummus,
"Monday, November 19, 2018",Breakfast,Assorted Mini Danish,
"Monday, November 19, 2018",Breakfast,Blueberries,
"Monday, November 19, 2018",Breakfast,Malted Belgian Waffles,
"Monday, November 19, 2018",Breakfast,Multi-Grain Waffles,
"Monday, November 19, 2018",Breakfast,Pancake Syrup,
"Monday, November 19, 2018",Breakfast,Steel Cut Oatmeal,
"Monday, November 19, 2018",Breakfast,Strawberry Sauce,
"Monday, November 19, 2018",Breakfast,Whipped Topping,
"Sunday, November 18, 2018",Dinner,Beef Meatballs in Marinara Sauce,
"Sunday, November 18, 2018",Dinner,Herb Roasted Chicken with Cacciatore Sauce,
"Sunday, November 18, 2018",Dinner,Eggplant Parmesan,
"Sunday, November 18, 2018",Dinner,Linguine,
"Sunday, November 18, 2018",Dinner,Roasted Local Seasonal Squash,
"Sunday, November 18, 2018",Dinner,Steamed Green Beans,
"Sunday, November 18, 2018",Dinner,Farro with Mushroom & Tomato,
"Sunday, November 18, 2018",Dinner,Butterscotch Topping,
"Sunday, November 18, 2018",Dinner,Caramel Dessert Sauce,
"Sunday, November 18, 2018",Dinner,Hot Fudge,
"Sunday, November 18, 2018",Dinner,Lactaid Ice Cream,
"Sunday, November 18, 2018",Dinner,Maraschino Cherry Halves,
"Sunday, November 18, 2018",Dinner,Rainbow Jimmies,
"Sunday, November 18, 2018",Dinner,Richardson's Ice Cream,
"Sunday, November 18, 2018",Dinner,Whipped Topping,
"Sunday, November 18, 2018",Dinner,Baguette,
"Sunday, November 18, 2018",Dinner,Garlic Olive Oil,
"Sunday, November 18, 2018",Dinner,Honey Butter,
"Sunday, November 18, 2018",Dinner,Salted Butter,
"Sunday, November 18, 2018",Dinner,White Round Country Loaf,
"Sunday, November 18, 2018",Dinner,Whole Grain Bread,
"Sunday, November 18, 2018",Lunch,Assorted Bagels,
"Sunday, November 18, 2018",Lunch,Garden Cream Cheese,
"Sunday, November 18, 2018",Lunch,Grapefruit,
"Sunday, November 18, 2018",Lunch,Harvard Fruit Salad,
"Sunday, November 18, 2018",Lunch,Home Fried Potatoes,
"Sunday, November 18, 2018",Lunch,Multigrain Penne Chicken Broccoli Alfredo,
"Sunday, November 18, 2018",Lunch,Pancakes,
"Sunday, November 18, 2018",Lunch,Pork Sausage Pattie,
"Sunday, November 18, 2018",Lunch,Scrambled Cage Free Eggs,
"Sunday, November 18, 2018",Lunch,Smoked Salmon Platter,
"Sunday, November 18, 2018",Lunch,Steamed Broccoli,
"Sunday, November 18, 2018",Lunch,Strawberry Cream Cheese,
"Sunday, November 18, 2018",Lunch,Whole Wheat Blueberry Muffin,
"Sunday, November 18, 2018",Lunch,Blueberries,
"Sunday, November 18, 2018",Lunch,Malted Belgian Waffles,
"Sunday, November 18, 2018",Lunch,Multi-Grain Waffles,
"Sunday, November 18, 2018",Lunch,Pancake Syrup,
"Sunday, November 18, 2018",Lunch,Steel Cut Oatmeal,
"Sunday, November 18, 2018",Lunch,Strawberry Sauce,
"Sunday, November 18, 2018",Lunch,Whipped Topping,
"Saturday, November 17, 2018",Dinner,Chicken Breast with Poblano Sauce,
"Saturday, November 17, 2018",Dinner,"Crispy Pierogies with Sausage, Cabbage & Apples",
"Saturday, November 17, 2018",Dinner,Tortilla Veggie Pie,
"Saturday, November 17, 2018",Dinner,Black Beans and Rice,
"Saturday, November 17, 2018",Dinner,Chefs Choice,
"Saturday, November 17, 2018",Dinner,Roasted Beets with Sweet Chili Sauce,
"Saturday, November 17, 2018",Dinner,"Roasted Corn, Poblano and White Bean with Cilantro",
"Saturday, November 17, 2018",Dinner,Buffalo Chicken Dip,
"Saturday, November 17, 2018",Dinner,Carrot Sticks,
"Saturday, November 17, 2018",Dinner,Celery Sticks,
"Saturday, November 17, 2018",Dinner,Crostini,
"Saturday, November 17, 2018",Dinner,Hummus,
"Saturday, November 17, 2018",Dinner,Pita Chips,
"Saturday, November 17, 2018",Dinner,Spinach Artichoke Dip,
"Saturday, November 17, 2018",Lunch,Bacon,
"Saturday, November 17, 2018",Lunch,Blueberry Pancakes,
"Saturday, November 17, 2018",Lunch,Cage Free Eggs Cooked to Order,
"Saturday, November 17, 2018",Lunch,Hard Cooked Eggs - Cage Free,
"Saturday, November 17, 2018",Lunch,Scrambled Cage Free Eggs,
"Saturday, November 17, 2018",Lunch,Cinnamon Coffee Cake Muffin,
"Saturday, November 17, 2018",Lunch,Blueberries,
"Saturday, November 17, 2018",Lunch,Malted Belgian Waffles,
"Saturday, November 17, 2018",Lunch,Multi-Grain Waffles,
